hotel_class,region_id,url,phone,details,address,type,id,name
4.5,32655,http://www.tripadvisor.com/Hotel_Review-g32655-d76083-Reviews-Sofitel_Los_Angeles-Los_Angeles_California.html,,,"{'region': 'CA', 'street-address': '8555 Beverly Blvd.', 'postal-code': '90048', 'locality': 'Los Angeles'}",hotel,76083,Sofitel Los Angeles
4.0,32655,http://www.tripadvisor.com/Hotel_Review-g32655-d77775-Reviews-Hotel_Palomar_Los_Angeles_Westwood_a_Kimpton_Hotel-Los_Angeles_California.html,,,"{'region': 'CA', 'street-address': '10740 Wilshire Blvd at Selby Ave', 'postal-code': '90024', 'locality': 'Los Angeles'}",hotel,77775,Hotel Palomar Los Angeles - Westwood - a Kimpton Hotel
5.0,32655,http://www.tripadvisor.com/Hotel_Review-g32655-d1563899-Reviews-The_Ritz_Carlton_Los_Angeles-Los_Angeles_California.html,,,"{'region': 'CA', 'street-address': '900 West Olympic Blvd.', 'postal-code': '90015', 'locality': 'Los Angeles'}",hotel,1563899,"The Ritz-Carlton, Los Angeles"
2.0,32655,http://www.tripadvisor.com/Hotel_Review-g32655-d77157-Reviews-Rodeway_Inn_Suites_Pacific_Coast_Highway-Los_Angeles_California.html,,,"{'region': 'CA', 'street-address': '1665 West Pacific Coast Highway', 'postal-code': '90710', 'locality': 'Los Angeles'}",hotel,77157,Rodeway Inn & Suites Pacific Coast Highway
,32655,http://www.tripadvisor.com/Hotel_Review-g32655-d1439222-Reviews-Jerry_s_Motel-Los_Angeles_California.html,,,"{'region': 'CA', 'street-address': '285 Lucas Avenue', 'postal-code': '90026', 'locality': 'Los Angeles'}",hotel,1439222,Jerry's Motel
5.0,32655,http://www.tripadvisor.com/Hotel_Review-g32655-d2154898-Reviews-Mr_C_Beverly_Hills-Los_Angeles_California.html,,,"{'region': 'CA', 'street-address': '1224 Beverwill Drive', 'postal-code': '90035', 'locality': 'Los Angeles'}",hotel,2154898,Mr. C Beverly Hills
2.0,32655,http://www.tripadvisor.com/Hotel_Review-g32655-d249693-Reviews-The_Brentwood_Inn-Los_Angeles_California.html,,,"{'region': 'CA', 'street-address': '12200 W. Sunset Blvd', 'postal-code': '90049', 'locality': 'Los Angeles'}",hotel,249693,The Brentwood Inn
4.0,32655,http://www.tripadvisor.com/Hotel_Review-g32655-d77804-Reviews-Omni_Los_Angeles_at_California_Plaza-Los_Angeles_California.html,,,"{'region': 'CA', 'street-address': '251 S Olive St', 'postal-code': '90012', 'locality': 'Los Angeles'}",hotel,77804,Omni Los Angeles at California Plaza
5.0,32655,http://www.tripadvisor.com/Hotel_Review-g32655-d111751-Reviews-Hotel_Bel_Air-Los_Angeles_California.html,,,"{'region': 'CA', 'street-address': '701 Stone Canyon Rd.', 'postal-code': '90077', 'locality': 'Los Angeles'}",hotel,111751,Hotel Bel-Air
3.0,32655,http://www.tripadvisor.com/Hotel_Review-g32655-d223041-Reviews-Elan_Hotel_Los_Angeles-Los_Angeles_California.html,,,"{'region': 'CA', 'street-address': '8435 Beverly Blvd', 'postal-code': '90048', 'locality': 'Los Angeles'}",hotel,223041,Elan Hotel Los Angeles
4.0,32655,http://www.tripadvisor.com/Hotel_Review-g32655-d1858565-Reviews-The_Redbury-Los_Angeles_California.html,,,"{'region': 'CA', 'street-address': '1717 Vine Street', 'postal-code': '90028', 'locality': 'Los Angeles'}",hotel,1858565,The Redbury
3.0,32655,http://www.tripadvisor.com/Hotel_Review-g32655-d84502-Reviews-Magic_Castle_Hotel-Los_Angeles_California.html,,,"{'region': 'CA', 'street-address': '7025 Franklin Avenue', 'postal-code': '90028', 'locality': 'Los Angeles'}",hotel,84502,Magic Castle Hotel
5.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d112052-Reviews-The_Mark-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': 'Madison Avenue at 77th Street', 'postal-code': '10078', 'locality': 'New York City'}",hotel,112052,The Mark
4.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1485961-Reviews-Andaz_Wall_Street-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '75 Wall Street', 'postal-code': '10005', 'locality': 'New York City'}",hotel,1485961,Andaz Wall Street
4.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d224214-Reviews-The_Bryant_Park_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '40 West 40th Street', 'postal-code': '10018', 'locality': 'New York City'}",hotel,224214,The Bryant Park Hotel
3.5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1746459-Reviews-The_Nolitan_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '30 Kenmare Street', 'postal-code': '10012', 'locality': 'New York City'}",hotel,1746459,The Nolitan Hotel
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d80092-Reviews-Inn_New_York_City-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '266 West 71st St.', 'postal-code': '10023', 'locality': 'New York City'}",hotel,80092,Inn New York City
4.5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1028569-Reviews-Greenwich_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '377 Greenwich St.', 'postal-code': '10013', 'locality': 'New York City'}",hotel,1028569,Greenwich Hotel
5.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1456416-Reviews-Trump_SoHo_New_York-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '246 Spring Street', 'postal-code': '10013', 'locality': 'New York City'}",hotel,1456416,Trump SoHo New York
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1415127-Reviews-The_French_Quarters_Guest_Apartments-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '346 W. 46th Street', 'postal-code': '10036', 'locality': 'New York City'}",hotel,1415127,The French Quarters Guest Apartments
4.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1888977-Reviews-The_Pearl_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '233 West 49th Street', 'postal-code': '10019', 'locality': 'New York City'}",hotel,1888977,The Pearl Hotel
4.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1572980-Reviews-Crosby_Street_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '79 Crosby Street', 'postal-code': '10012', 'locality': 'New York City'}",hotel,1572980,Crosby Street Hotel
3.5,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d1503474-Reviews-Distrikt_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '342 West 40th Street', 'postal-code': '10018', 'locality': 'New York City'}",hotel,1503474,Distrikt Hotel
4.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d93340-Reviews-Hotel_Elysee-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '60 E. 54th St.', 'postal-code': '10022', 'locality': 'New York City'}",hotel,93340,Hotel Elysee
4.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d99762-Reviews-Hotel_Giraffe-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '365 Park Ave S', 'postal-code': '10016', 'locality': 'New York City'}",hotel,99762,Hotel Giraffe
4.0,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d224221-Reviews-Library_Hotel-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '299 Madison Ave., at 41st St.', 'postal-code': '10017', 'locality': 'New York City'}",hotel,224221,Library Hotel
,60763,http://www.tripadvisor.com/Hotel_Review-g60763-d122020-Reviews-Chelsea_Pines_Inn-New_York_City_New_York.html,,,"{'region': 'NY', 'street-address': '317 West 14th Street', 'postal-code': '10014', 'locality': 'New York City'}",hotel,122020,Chelsea Pines Inn
4.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d1510002-Reviews-Hotel_Palomar_Philadelphia_a_Kimpton_Hotel-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '117 South 17th Street', 'postal-code': '19103', 'locality': 'Philadelphia'}",hotel,1510002,Hotel Palomar Philadelphia - a Kimpton Hotel
2.5,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d102472-Reviews-Hampton_Inn_Philadelphia_International_Airport-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '8600 Bartram Ave', 'postal-code': '19153', 'locality': 'Philadelphia'}",hotel,102472,Hampton Inn Philadelphia International Airport
5.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d122332-Reviews-Ritz_Carlton_Philadelphia-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '10 Avenue of the Arts', 'postal-code': '19102', 'locality': 'Philadelphia'}",hotel,122332,Ritz-Carlton Philadelphia
3.5,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d96737-Reviews-Radisson_Plaza_Warwick_Hotel_Philadelphia-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '220 South 17th St', 'postal-code': '19103-6179', 'locality': 'Philadelphia'}",hotel,96737,Radisson Plaza-Warwick Hotel Philadelphia
3.5,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d102480-Reviews-Doubletree_by_Hilton_Philadelphia_Center_City-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '237 South Broad Street', 'postal-code': '19107-5686', 'locality': 'Philadelphia'}",hotel,102480,Doubletree by Hilton Philadelphia Center City
2.5,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d96705-Reviews-Holiday_Inn_Express_Philadelphia_Midtown-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '1305-11 Walnut Street', 'postal-code': '19107', 'locality': 'Philadelphia'}",hotel,96705,Holiday Inn Express Philadelphia Midtown
,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d249126-Reviews-The_Inn_At_The_Union_League-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '1450 Sansom Street', 'postal-code': '19102', 'locality': 'Philadelphia'}",hotel,249126,The Inn At The Union League
4.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d112145-Reviews-Sheraton_Philadelphia_Society_Hill_Hotel-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': 'One Dock Street', 'postal-code': '19106', 'locality': 'Philadelphia'}",hotel,112145,Sheraton Philadelphia Society Hill Hotel
3.5,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d96712-Reviews-Latham_Hotel-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '135 South 17th Street', 'postal-code': '19103', 'locality': 'Philadelphia'}",hotel,96712,Latham Hotel
3.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d102463-Reviews-Courtyard_Philadelphia_Downtown-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '21 N Juniper Street', 'postal-code': '19107', 'locality': 'Philadelphia'}",hotel,102463,Courtyard Philadelphia Downtown
,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d102550-Reviews-Chestnut_Hill_Hotel-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '8229 Germantown Avenue', 'postal-code': '19118', 'locality': 'Philadelphia'}",hotel,102550,Chestnut Hill Hotel
4.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d112132-Reviews-Loews_Philadelphia_Hotel-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '1200 Market Street', 'postal-code': '19107', 'locality': 'Philadelphia'}",hotel,112132,Loews Philadelphia Hotel
3.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d224279-Reviews-Hampton_Inn_Philadelphia_Convention_Center-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '1301 Race Street', 'postal-code': '19107', 'locality': 'Philadelphia'}",hotel,224279,Hampton Inn Philadelphia Convention Center
4.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d220059-Reviews-Westin_Philadelphia-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '99 South 17th St at Liberty Place', 'postal-code': '19103', 'locality': 'Philadelphia'}",hotel,220059,Westin Philadelphia
3.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d112136-Reviews-Penn_s_View_Hotel-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '14 North Front St. & Market', 'postal-code': '19106', 'locality': 'Philadelphia'}",hotel,112136,Penn's View Hotel
4.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d1479774-Reviews-Le_Meridien_Philadelphia-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '1421 Arch Street', 'postal-code': '19102', 'locality': 'Philadelphia'}",hotel,1479774,Le Meridien Philadelphia
4.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d102510-Reviews-Hyatt_at_the_Bellevue-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '200 South Broad Street', 'postal-code': '19102', 'locality': 'Philadelphia'}",hotel,102510,Hyatt at the Bellevue
3.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d220057-Reviews-Four_Points_by_Sheraton_Philadelphia_Airport-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '4101A Island Avenue', 'postal-code': '19153', 'locality': 'Philadelphia'}",hotel,220057,Four Points by Sheraton Philadelphia Airport
2.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d102492-Reviews-Rodeway_Inn_Center_City-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '1208 Walnut Street', 'postal-code': '19107', 'locality': 'Philadelphia'}",hotel,102492,Rodeway Inn Center City
,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d122326-Reviews-Carlyle_Hotel-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '1425 Poplar Street', 'postal-code': '19130', 'locality': 'Philadelphia'}",hotel,122326,Carlyle Hotel
,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d225277-Reviews-Oakwood_At_Pennsylvania_House-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '1500 Chestnut Street', 'postal-code': '19102', 'locality': 'Philadelphia'}",hotel,225277,Oakwood At Pennsylvania House
,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d1147532-Reviews-National_at_Dockside_Apartments-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '717 S Columbus Blvd', 'postal-code': '19147', 'locality': 'Philadelphia'}",hotel,1147532,National at Dockside Apartments
,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d543627-Reviews-Kormansuites_Buttonwood_Square-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '2001 Hamilton St', 'postal-code': '19130', 'locality': 'Philadelphia'}",hotel,543627,Kormansuites-Buttonwood Square
,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d595059-Reviews-Grandview_Suites-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '1100 Vine Street', 'postal-code': '19107', 'locality': 'Philadelphia'}",hotel,595059,Grandview Suites
,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d122337-Reviews-Parker_Spruce_Hotel-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '261 South 13th Street', 'postal-code': '19107', 'locality': 'Philadelphia'}",hotel,122337,Parker-Spruce Hotel
,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d122324-Reviews-Hub_Motel-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '7605 Roosevelt Blvd.', 'postal-code': '19152', 'locality': 'Philadelphia'}",hotel,122324,Hub Motel
,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d122328-Reviews-Blue_Moon_Hotel-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '5105 Westminster Ave.', 'postal-code': '19131', 'locality': 'Philadelphia'}",hotel,122328,Blue Moon Hotel
2.5,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d1778574-Reviews-Skyview_Plaza_Hotel_Suites-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '2033 Penrose Avenue', 'postal-code': '19145', 'locality': 'Philadelphia'}",hotel,1778574,Skyview Plaza Hotel & Suites
1.5,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d96684-Reviews-Days_Inn_Philadelphia_Roosevelt_Boulevard-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '4200 Roosevelt Boulevard', 'postal-code': '19124', 'locality': 'Philadelphia'}",hotel,96684,Days Inn Philadelphia - Roosevelt Boulevard
2.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d1861737-Reviews-North_American_Motor_Inns-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '4444 City Avenue', 'postal-code': '19131', 'locality': 'Philadelphia'}",hotel,1861737,North American Motor Inns
,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d122335-Reviews-Roosevelt_Inn-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '7600 Roosevelt Blvd', 'postal-code': '19152', 'locality': 'Philadelphia'}",hotel,122335,Roosevelt Inn
,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d1097234-Reviews-Szechuan_China_Royal-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '727 Walnut St', 'postal-code': '19106', 'locality': 'Philadelphia'}",hotel,1097234,Szechuan China Royal
,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d102509-Reviews-Penn_Tower_Hotel-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': 'Civic Center Boulevard at 34th Street', 'postal-code': '19104-4385', 'locality': 'Philadelphia'}",hotel,102509,Penn Tower Hotel
2.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d1164882-Reviews-Ramada_Philadelphia-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '11580 Roosevelt Blvd', 'postal-code': '19116', 'locality': 'Philadelphia'}",hotel,1164882,Ramada Philadelphia
2.5,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d74370-Reviews-BEST_WESTERN_Center_City_Hotel-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '501 North 22nd Street', 'postal-code': '19130', 'locality': 'Philadelphia'}",hotel,74370,BEST WESTERN Center City Hotel
2.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d96715-Reviews-Microtel_Inn_Suites_by_Wyndham_Philadelphia_Airport-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '8840 Tinicum Boulevard', 'postal-code': '19153', 'locality': 'Philadelphia'}",hotel,96715,Microtel Inn & Suites by Wyndham Philadelphia Airport
2.5,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d102495-Reviews-Extended_Stay_America_Philadelphia_Airport_Bartram_Ave-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '8880 Bartram Ave', 'postal-code': '19153', 'locality': 'Philadelphia'}",hotel,102495,Extended Stay America - Philadelphia - Airport - Bartram Ave.
,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d96730-Reviews-Society_Hill_Hotel-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '301 Chestnut Street', 'postal-code': '19106', 'locality': 'Philadelphia'}",hotel,96730,Society Hill Hotel
2.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d102539-Reviews-Extended_Stay_America_Philadelphia_Airport_Tinicum_Blvd-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '9000 Tinicum Blvd.', 'postal-code': '19153', 'locality': 'Philadelphia'}",hotel,102539,Extended Stay America - Philadelphia - Airport - Tinicum Blvd.
2.5,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d142181-Reviews-Comfort_Inn_Downtown_Historic_Area-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '100 North Christopher Columbus Boulevard', 'postal-code': '19106', 'locality': 'Philadelphia'}",hotel,142181,Comfort Inn Downtown/Historic Area
3.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d102503-Reviews-Residence_Inn_Philadelphia_Airport-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '4630 Island Avenue', 'postal-code': '19153', 'locality': 'Philadelphia'}",hotel,102503,Residence Inn Philadelphia Airport
2.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d115448-Reviews-Travelodge_Philadelphia_Convention_Center-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '1227 Race St.', 'postal-code': '19107', 'locality': 'Philadelphia'}",hotel,115448,Travelodge Philadelphia Convention Center
3.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d102542-Reviews-Courtyard_by_Marriott_Philadelphia_Airport-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '8900 Bartram Avenue', 'postal-code': '19153', 'locality': 'Philadelphia'}",hotel,102542,Courtyard by Marriott Philadelphia Airport
3.5,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d271793-Reviews-Hilton_Philadelphia_City_Avenue-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '4200 City Avenue', 'postal-code': '19131', 'locality': 'Philadelphia'}",hotel,271793,Hilton Philadelphia City Avenue
3.5,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d220058-Reviews-Sheraton_Suites_Philadelphia_Airport-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '4101 B Island Avenue', 'postal-code': '19153', 'locality': 'Philadelphia'}",hotel,220058,Sheraton Suites Philadelphia Airport
2.5,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d102537-Reviews-Fairfield_Inn_Philadelphia_Airport-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '8800 Bartram Ave.', 'postal-code': '19153', 'locality': 'Philadelphia'}",hotel,102537,Fairfield Inn Philadelphia Airport
4.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d96721-Reviews-Renaissance_Philadelphia_Airport-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '500 Stevens Drive', 'postal-code': '19113', 'locality': 'Philadelphia'}",hotel,96721,Renaissance Philadelphia Airport
3.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d102519-Reviews-Holiday_Inn_Philadelphia_Stadium-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '900 Packer Ave.', 'postal-code': '19148', 'locality': 'Philadelphia'}",hotel,102519,Holiday Inn Philadelphia Stadium
3.5,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d102707-Reviews-Sheraton_Philadelphia_University_City_Hotel-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '3549 Chestnut Street', 'postal-code': '19104', 'locality': 'Philadelphia'}",hotel,102707,Sheraton Philadelphia University City Hotel
3.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d96726-Reviews-Four_Points_by_Sheraton_Philadelphia_Northeast-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '9461 Roosevelt Boulevard', 'postal-code': '19114', 'locality': 'Philadelphia'}",hotel,96726,Four Points by Sheraton Philadelphia Northeast
3.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d1176615-Reviews-Four_Points_by_Sheraton_Philadelphia_City_Center-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '1201 Race Street', 'postal-code': '19107', 'locality': 'Philadelphia'}",hotel,1176615,Four Points by Sheraton Philadelphia City Center
3.5,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d112137-Reviews-Hilton_Philadelphia_Airport-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '4509 Island Avenue', 'postal-code': '19153', 'locality': 'Philadelphia'}",hotel,112137,Hilton Philadelphia Airport
3.5,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d115444-Reviews-Philadelphia_Airport_Marriott-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '1 Arrivals Rd', 'postal-code': '19153', 'locality': 'Philadelphia'}",hotel,115444,Philadelphia Airport Marriott
3.5,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d96688-Reviews-Embassy_Suites_Philadelphia_Center_City-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '1776 Benjamin Franklin Pkwy', 'postal-code': '19103', 'locality': 'Philadelphia'}",hotel,96688,Embassy Suites Philadelphia - Center City
3.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d1022889-Reviews-Aloft_Philadelphia_Airport-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '4301 Island Avenue', 'postal-code': '19153', 'locality': 'Philadelphia'}",hotel,1022889,aloft Philadelphia Airport
3.5,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d96698-Reviews-Crowne_Plaza_Philadelphia_West-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '4010 City Avenue', 'postal-code': '19131', 'locality': 'Philadelphia'}",hotel,96698,Crowne Plaza Philadelphia West
3.5,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d125307-Reviews-Sonesta_Hotel_Philadelphia-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '1800 Market Street', 'postal-code': '19103', 'locality': 'Philadelphia'}",hotel,125307,Sonesta Hotel Philadelphia
3.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d112129-Reviews-Holiday_Inn_Hotel_Historic_District_Philadelphia-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '400 Arch Street', 'postal-code': '19106', 'locality': 'Philadelphia'}",hotel,112129,Holiday Inn Hotel Historic District Philadelphia
3.5,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d102710-Reviews-Sheraton_Philadelphia_Downtown_Hotel-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '201 North 17th Street', 'postal-code': '19103', 'locality': 'Philadelphia'}",hotel,102710,Sheraton Philadelphia Downtown Hotel
3.5,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d217682-Reviews-Club_Quarters-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '1628 Chestnut St', 'postal-code': '19103', 'locality': 'Philadelphia'}",hotel,217682,Club Quarters
2.5,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d225275-Reviews-Conwell_Inn-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '1331 West Berks Street', 'postal-code': '19122', 'locality': 'Philadelphia'}",hotel,225275,Conwell Inn
3.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d123541-Reviews-Hilton_Garden_Inn_Philadelphia_Center_City-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '1100 Arch Street', 'postal-code': '19107', 'locality': 'Philadelphia'}",hotel,123541,Hilton Garden Inn Philadelphia Center City
3.5,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d96686-Reviews-Embassy_Suites_Philadelphia_Airport-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': '9000 Bartram Avenue', 'postal-code': '19153', 'locality': 'Philadelphia'}",hotel,96686,Embassy Suites Philadelphia - Airport
3.0,60795,http://www.tripadvisor.com/Hotel_Review-g60795-d247008-Reviews-Residence_Inn_Philadelphia_Center_City-Philadelphia_Pennsylvania.html,,,"{'region': 'PA', 'street-address': 'One East Penn Square', 'postal-code': '19107', 'locality': 'Philadelphia'}",hotel,247008,Residence Inn Philadelphia Center City
